[ 2025-11-15 11:03:52,263 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-11-15 11:03:53,382 ] 18 root - INFO - Initiate the data ingestion
[ 2025-11-15 11:03:58,370 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-11-15 11:03:58,371 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-15 11:03:58,371 ] 71 root - INFO - Expecting train and test file path.
[ 2025-11-15 11:03:58,406 ] 80 root - INFO - Exported train and test file path.
[ 2025-11-15 11:03:58,406 ] 20 root - INFO - Data Initiation Completed
[ 2025-11-15 11:03:58,421 ] 25 root - INFO - Initiate Data Validation
[ 2025-11-15 11:03:58,499 ] 40 root - INFO - Required number of columns:2
[ 2025-11-15 11:03:58,500 ] 41 root - INFO - Dataframe has columns: 31
[ 2025-11-15 11:03:58,500 ] 40 root - INFO - Required number of columns:2
[ 2025-11-15 11:03:58,500 ] 41 root - INFO - Dataframe has columns: 31
[ 2025-11-15 11:03:58,598 ] 27 root - INFO - Data Validation Completed
[ 2025-11-15 11:03:58,598 ] 32 root - INFO - Initiate Data Transformation
[ 2025-11-15 11:03:58,599 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-15 11:03:58,599 ] 65 root - INFO - Starting Data Transformation
[ 2025-11-15 11:03:58,615 ] 49 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2025-11-15 11:03:58,615 ] 54 root - INFO - Initialize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-15 11:03:58,628 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-15 11:03:58,631 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-15 11:03:58,632 ] 34 root - INFO - Data Transformation Completed
[ 2025-11-15 11:03:58,632 ] 37 root - INFO - Model Training Started
