[ 2025-11-15 19:31:01,338 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-11-15 19:31:05,657 ] 1026 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-11-15 19:31:05,663 ] 107 dagshub - INFO - Accessing as amritanshubhardwaj12crosary
[ 2025-11-15 19:31:07,181 ] 1026 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/amritanshubhardwaj12crosary/networksecurity "HTTP/1.1 200 OK"
[ 2025-11-15 19:31:08,199 ] 1026 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-11-15 19:31:08,205 ] 107 dagshub - INFO - Initialized MLflow to track repo "amritanshubhardwaj12crosary/networksecurity"
[ 2025-11-15 19:31:08,208 ] 107 dagshub - INFO - Repository amritanshubhardwaj12crosary/networksecurity initialized!
[ 2025-11-15 19:31:08,208 ] 18 root - INFO - Initiate the data ingestion
[ 2025-11-15 19:31:10,223 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-11-15 19:31:10,223 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-15 19:31:10,223 ] 71 root - INFO - Expecting train and test file path.
[ 2025-11-15 19:31:10,255 ] 80 root - INFO - Exported train and test file path.
[ 2025-11-15 19:31:10,256 ] 20 root - INFO - Data Initiation Completed
[ 2025-11-15 19:31:10,259 ] 25 root - INFO - Initiate Data Validation
[ 2025-11-15 19:31:10,346 ] 40 root - INFO - Required number of columns:2
[ 2025-11-15 19:31:10,346 ] 41 root - INFO - Dataframe has columns: 31
[ 2025-11-15 19:31:10,346 ] 40 root - INFO - Required number of columns:2
[ 2025-11-15 19:31:10,346 ] 41 root - INFO - Dataframe has columns: 31
[ 2025-11-15 19:31:10,450 ] 27 root - INFO - Data Validation Completed
[ 2025-11-15 19:31:10,450 ] 32 root - INFO - Initiate Data Transformation
[ 2025-11-15 19:31:10,450 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-15 19:31:10,450 ] 65 root - INFO - Starting Data Transformation
[ 2025-11-15 19:31:10,467 ] 49 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2025-11-15 19:31:10,467 ] 54 root - INFO - Initialize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-15 19:31:10,478 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-15 19:31:10,480 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-15 19:31:10,480 ] 34 root - INFO - Data Transformation Completed
[ 2025-11-15 19:31:10,480 ] 37 root - INFO - Model Training Started
[ 2025-11-15 19:43:23,435 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-15 19:43:23,435 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-15 19:43:23,435 ] 125 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\11_15_2025_19_31_01\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9920547118575882, precision_score=0.9907593411008437, recall_score=0.9933534743202417), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9682008368200837, precision_score=0.9657762938230384, recall_score=0.9706375838926175))
[ 2025-11-15 19:43:23,437 ] 41 root - INFO - Model Training Artifact Created
