[ 2025-11-14 21:25:47,655 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-11-14 21:25:54,591 ] 17 root - INFO - Initiate the data ingestion
[ 2025-11-14 21:26:05,244 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-11-14 21:26:05,244 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-14 21:26:05,244 ] 71 root - INFO - Expecting train and test file path.
[ 2025-11-14 21:26:05,278 ] 80 root - INFO - Exported train and test file path.
[ 2025-11-14 21:26:05,279 ] 19 root - INFO - Data Initiation Completed
[ 2025-11-14 21:26:05,290 ] 24 root - INFO - Initiate Data Validation
[ 2025-11-14 21:26:05,358 ] 40 root - INFO - Required number of columns:2
[ 2025-11-14 21:26:05,358 ] 41 root - INFO - Dataframe has columns: 31
[ 2025-11-14 21:26:05,358 ] 40 root - INFO - Required number of columns:2
[ 2025-11-14 21:26:05,358 ] 41 root - INFO - Dataframe has columns: 31
[ 2025-11-14 21:26:05,462 ] 26 root - INFO - Data Validation Completed
[ 2025-11-14 21:26:05,463 ] 31 root - INFO - Initiate Data Transformation
[ 2025-11-14 21:26:05,463 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-14 21:26:05,463 ] 65 root - INFO - Starting Data Transformation
[ 2025-11-14 21:26:05,486 ] 49 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2025-11-14 21:26:05,486 ] 54 root - INFO - Initialize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-14 21:26:05,495 ] 45 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-14 21:26:05,499 ] 49 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-14 21:26:05,500 ] 33 root - INFO - Data Transformation Completed
